Institution,State,Institution Type,MSI,10yr Earnings Premium,Meets Threshold 1
Santa Barbara City College,CA,2-Year,HSI,47647,FALSE
Santa Clara University,CA,4-year,Non-MSI,109183,TRUE
Santa Monica College,CA,4-year,HSI,42193,FALSE
Santa Rosa Junior College,CA,2-Year,HSI,47224,FALSE
Saybrook University,CA,4-year,Non-MSI,NA,NA
Scripps College,CA,4-year,Non-MSI,77539,TRUE
College of the Sequoias,CA,2-Year,HSI,39092,FALSE
Shasta Bible College and Graduate School,CA,4-year,Non-MSI,28891,FALSE
Shasta College,CA,4-year,Non-MSI,39269,FALSE
Sierra College,CA,2-Year,Non-MSI,45294,FALSE
Sierra College of Beauty,CA,Less-than-2-year,Non-MSI,18519,FALSE
Trinity Law School,CA,4-year,Non-MSI,46989,FALSE
Simpson University,CA,4-year,Non-MSI,54340,FALSE
College of the Siskiyous,CA,2-Year,Non-MSI,39098,FALSE
Charles A Jones Career and Education Center,CA,Less-than-2-year,Non-MSI,41047,FALSE
Skyline College,CA,4-year,Non-MSI,55702,TRUE
San Bernardino Valley College,CA,2-Year,HSI,39676,FALSE
Saint Mary's College of California,CA,4-year,AANAPII,78812,TRUE
Solano Community College,CA,4-year,AANAPII,44170,FALSE
Sonoma State University,CA,4-year,HSI,65986,TRUE
South Baylo University,CA,4-year,Non-MSI,NA,NA
South Coast College,CA,2-Year,Non-MSI,44897,FALSE
Vanguard University of Southern California,CA,4-year,HSI,59541,TRUE
Concorde Career College-Garden Grove,CA,2-Year,Non-MSI,45711,FALSE
Southwestern College,CA,2-Year,AANAPII,40060,FALSE
Starr King School for the Ministry,CA,4-year,Non-MSI,NA,NA
Marshall B Ketchum University,CA,4-year,Non-MSI,NA,NA
Southern California Institute of Architecture,CA,4-year,Non-MSI,71909,TRUE
University of Southern California,CA,4-year,Non-MSI,92498,TRUE
Southwestern Law School,CA,4-year,Non-MSI,NA,NA
Taft College,CA,2-Year,HSI,38861,FALSE
Claremont School of Theology,CA,4-year,Non-MSI,NA,NA
Thomas Aquinas College,CA,4-year,Non-MSI,55619,TRUE
Epic Bible College & Graduate School,CA,4-year,Non-MSI,37822,FALSE
UEI College-Huntington Park,CA,Less-than-2-year,Non-MSI,31141,FALSE
Concorde Career College-San Bernardino,CA,2-Year,Non-MSI,39993,FALSE
Concorde Career College-North Hollywood,CA,2-Year,Non-MSI,50552,FALSE
Ventura College,CA,2-Year,HSI,43430,FALSE
The Colleges of Law at Ventura,CA,4-year,Non-MSI,NA,NA
Bridges Beauty College,CA,Less-than-2-year,Non-MSI,17287,FALSE
Victor Valley College,CA,2-Year,HSI,36119,FALSE
Berkeley City College,CA,2-Year,AANAPII,41217,FALSE
Walden University,MN,4-year,Non-MSI,42810,FALSE
Waynes College of Beauty,CA,Less-than-2-year,Non-MSI,NA,NA
Coalinga College,CA,2-Year,HSI,37633,FALSE
West Los Angeles College,CA,4-year,HSI,38537,FALSE
West Valley College,CA,2-Year,AANAPII,51688,FALSE
Carrington College-Sacramento,CA,2-Year,Non-MSI,39633,FALSE
Westminster Theological Seminary in California,CA,4-year,Non-MSI,NA,NA
Westmont College,CA,4-year,Non-MSI,64778,TRUE
Whittier College,CA,4-year,HSI,59492,TRUE
Woodbury University,CA,4-year,AANAPII,65668,TRUE
The Wright Institute,CA,4-year,Non-MSI,NA,NA
Thomas Jefferson School of Law,CA,4-year,Non-MSI,NA,NA
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,CA,4-year,Non-MSI,48361,FALSE
Yuba College,CA,2-Year,AANAPII,39552,FALSE
Adams State University,CO,4-year,HSI,44372,FALSE
Aims Community College,CO,2-Year,Non-MSI,41887,FALSE
Arapahoe Community College,CO,4-year,Non-MSI,48341,FALSE
Bel-Rea Institute of Animal Technology,CO,2-Year,Non-MSI,39506,FALSE
University of Colorado Denver/Anschutz Medical Campus,CO,4-year,AANAPII,64270,TRUE
University of Colorado Colorado Springs,CO,4-year,Non-MSI,54659,FALSE
Spartan College of Aeronautics and Technology,CO,2-Year,Non-MSI,59093,TRUE
University of Colorado Boulder,CO,4-year,Non-MSI,69738,TRUE
Colorado Christian University,CO,4-year,Non-MSI,50416,FALSE
Colorado College,CO,4-year,Non-MSI,65222,TRUE
Concorde Career College-Aurora,CO,4-year,Non-MSI,42456,FALSE
Colorado Mountain College,CO,4-year,HSI,44127,FALSE
Colorado Northwestern Community College,CO,2-Year,Non-MSI,43526,FALSE
Colorado School of Mines,CO,4-year,Non-MSI,97335,TRUE
Colorado School of Trades,CO,2-Year,Non-MSI,51591,FALSE
Colorado State University-Fort Collins,CO,4-year,Non-MSI,60543,TRUE
Colorado Technical University-Colorado Springs,CO,4-year,Non-MSI,37180,FALSE
Community College of Aurora,CO,2-Year,HSI,44592,FALSE
Technical College of the Rockies,CO,Less-than-2-year,Non-MSI,45516,FALSE
Community College of Denver,CO,4-year,HSI,39095,FALSE
Lincoln College of Technology-Denver,CO,2-Year,Non-MSI,46396,FALSE
Denver Seminary,CO,4-year,Non-MSI,NA,NA
University of Denver,CO,4-year,Non-MSI,71155,TRUE
Emily Griffith Technical College,CO,Less-than-2-year,Non-MSI,35487,FALSE
Fort Lewis College,CO,4-year,NANTI,46349,FALSE
Front Range Community College,CO,4-year,Non-MSI,45910,FALSE
Iliff School of Theology,CO,4-year,Non-MSI,NA,NA
International Salon and Spa Academy,CO,Less-than-2-year,Non-MSI,22332,FALSE
Lamar Community College,CO,2-Year,Non-MSI,38719,FALSE
Colorado Mesa University,CO,4-year,Non-MSI,45823,FALSE
Metropolitan State University of Denver,CO,4-year,HSI,52093,FALSE
Morgan Community College,CO,4-year,HSI,39429,FALSE
Naropa University,CO,4-year,Non-MSI,28720,FALSE
Nazarene Bible College,CO,4-year,Non-MSI,41450,FALSE
Northeastern Junior College,CO,2-Year,Non-MSI,39893,FALSE
University of Northern Colorado,CO,4-year,HSI,52231,FALSE
Otero College,CO,2-Year,HSI,39018,FALSE
Pikes Peak State College,CO,4-year,Non-MSI,40796,FALSE
Pueblo Community College,CO,4-year,HSI,37434,FALSE
Red Rocks Community College,CO,4-year,Non-MSI,46288,FALSE
Regis University,CO,4-year,HSI,72105,TRUE
Rocky Mountain College of Art and Design,CO,4-year,Non-MSI,42958,FALSE
Montessori Education Center of the Rockies,CO,4-year,Non-MSI,44643,FALSE
Colorado State University Pueblo,CO,4-year,HSI,55563,TRUE
Pickens Technical College,CO,2-Year,Non-MSI,39210,FALSE
Intellitec College-Colorado Springs,CO,2-Year,Non-MSI,42169,FALSE
Intellitec College-Grand Junction,CO,2-Year,Non-MSI,31541,FALSE
Trinidad State College,CO,4-year,HSI,36475,FALSE
United States Air Force Academy,CO,4-year,Non-MSI,NA,NA
Empire Beauty School-Thornton,CO,Less-than-2-year,Non-MSI,24397,FALSE
Western Colorado University,CO,4-year,Non-MSI,46833,FALSE
Albertus Magnus College,CT,4-year,Non-MSI,60144,TRUE
Asnuntuck Community College,CT,2-Year,Non-MSI,39551,FALSE
Bais Binyomin Academy,NY,4-year,Non-MSI,NA,NA
University of Bridgeport,CT,4-year,HSI,50323,FALSE
Central Connecticut State University,CT,4-year,Non-MSI,58562,TRUE
Charter Oak State College,CT,4-year,Non-MSI,64209,TRUE
Cortiva Institute,CT,Less-than-2-year,Non-MSI,34866,FALSE
Connecticut College,CT,4-year,Non-MSI,75001,TRUE
Porter & Chester Institute of Hamden,CT,Less-than-2-year,Non-MSI,42914,FALSE
University of Connecticut,CT,4-year,AANAPII,73997,TRUE
Goodwin University,CT,4-year,Non-MSI,43596,FALSE
Lincoln Technical Institute-East Windsor,CT,2-Year,Non-MSI,38683,FALSE
Eastern Connecticut State University,CT,4-year,Non-MSI,56469,TRUE
Fairfield University,CT,4-year,Non-MSI,88794,TRUE
Paul Mitchell the School-North Haven,CT,Less-than-2-year,Non-MSI,30900,FALSE
Connecticut State Community College,CT,2-Year,HSI,41344,FALSE
Rensselaer at Hartford,CT,4-year,Non-MSI,102051,TRUE
American Institute-West Hartford,CT,2-Year,Non-MSI,28710,FALSE
Hartford International University for Religion and Peace,CT,4-year,Non-MSI,NA,NA
University of Hartford,CT,4-year,Non-MSI,60823,TRUE
Holy Apostles College and Seminary,CT,4-year,Non-MSI,NA,NA
Connecticut State Community College Housatonic,CT,2-Year,HSI,43342,FALSE
Manchester Community College,CT,2-Year,Non-MSI,43981,FALSE
Naugatuck Valley Community College,CT,2-Year,HSI,42142,FALSE
Middlesex Community College,CT,2-Year,Non-MSI,42956,FALSE
Mitchell College,CT,4-year,Non-MSI,39115,FALSE
Three Rivers Community College,CT,2-Year,Non-MSI,37792,FALSE
Lincoln Technical Institute-New Britain,CT,2-Year,Non-MSI,38683,FALSE
New England Tractor Trailer Training School of Connecticut,CT,Less-than-2-year,Non-MSI,44444,FALSE
University of New Haven,CT,4-year,Non-MSI,60126,TRUE
Connecticut State Community College Norwalk,CT,2-Year,HSI,48814,FALSE
Northwestern Connecticut Community College,CT,2-Year,Non-MSI,34978,FALSE
Paier College,CT,4-year,Non-MSI,NA,NA
Porter & Chester Institute,CT,Less-than-2-year,Non-MSI,41588,FALSE
Post University,CT,4-year,Non-MSI,38696,FALSE
Quinebaug Valley Community College,CT,2-Year,Non-MSI,30231,FALSE
Quinnipiac University,CT,4-year,Non-MSI,83759,TRUE
Sacred Heart University,CT,4-year,Non-MSI,75059,TRUE
University of Saint Joseph,CT,4-year,Non-MSI,59908,TRUE
Connecticut State Community College Gateway,CT,2-Year,HSI,40833,FALSE
Southern Connecticut State University,CT,4-year,Non-MSI,55043,FALSE
Trinity College,CT,4-year,Non-MSI,90779,TRUE
Connecticut State Community College Tunxis,CT,2-Year,Non-MSI,43490,FALSE
United States Coast Guard Academy,CT,4-year,Non-MSI,NA,NA
Wesleyan University,CT,4-year,Non-MSI,73897,TRUE
Western Connecticut State University,CT,4-year,HSI,59115,TRUE
Yale University,CT,4-year,Non-MSI,100533,TRUE
Margaret H Rollins School of Nursing at Beebe Medical Center,DE,Less-than-2-year,Non-MSI,72380,TRUE
Dawn Career Institute LLC,DE,Less-than-2-year,Non-MSI,30429,FALSE
Delaware Technical Community College-Terry,DE,4-year,Non-MSI,41448,FALSE
Delaware State University,DE,4-year,HBCU,49307,FALSE
University of Delaware,DE,4-year,Non-MSI,72950,TRUE
Goldey-Beacom College,DE,4-year,Non-MSI,59892,TRUE
Schilling-Douglas School of Hair Design,DE,Less-than-2-year,Non-MSI,27420,FALSE
Wilmington University,DE,4-year,Non-MSI,53844,TRUE
American University,DC,4-year,Non-MSI,77370,TRUE
The Catholic University of America,DC,4-year,Non-MSI,73250,TRUE
University of the District of Columbia,DC,4-year,HBCU,44236,FALSE
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,DC,4-year,Non-MSI,NA,NA
Gallaudet University,DC,4-year,Non-MSI,43101,FALSE
George Washington University,DC,4-year,Non-MSI,90873,TRUE
Georgetown University,DC,4-year,Non-MSI,103494,TRUE
Howard University,DC,4-year,HBCU,63066,FALSE
Strayer University-District of Columbia,DC,4-year,Non-MSI,40092,FALSE
National Conservatory of Dramatic Arts,DC,2-Year,Non-MSI,NA,NA
Trinity Washington University,DC,4-year,PBI,53804,FALSE
Wesley Theological Seminary,DC,4-year,Non-MSI,NA,NA
Atlantic Technical College,FL,2-Year,Non-MSI,38560,FALSE
Baptist University of Florida,FL,4-year,Non-MSI,42836,FALSE
Barry University,FL,4-year,HSI,55966,TRUE
Bethune-Cookman University,FL,4-year,HBCU,38518,FALSE
Lynn University,FL,4-year,Non-MSI,49006,TRUE
North Florida Technical College,FL,Less-than-2-year,Non-MSI,31683,FALSE
Eastern Florida State College,FL,4-year,Non-MSI,37195,FALSE
Broward College,FL,4-year,HSI,41939,FALSE
Albizu University-Miami,FL,4-year,HSI,41544,FALSE
College of Central Florida,FL,4-year,Non-MSI,38203,FALSE
Johnson University Florida,FL,4-year,HSI,40596,FALSE
University of Central Florida,FL,4-year,HSI,58308,TRUE
Charlotte Technical College,FL,Less-than-2-year,Non-MSI,36349,FALSE
Chipola College,FL,4-year,Non-MSI,37378,FALSE
Lorenzo Walker Technical College,FL,Less-than-2-year,Non-MSI,36853,FALSE
Daytona State College,FL,4-year,Non-MSI,37096,FALSE
South University-West Palm Beach,FL,4-year,Non-MSI,34421,FALSE
Eckerd College,FL,4-year,Non-MSI,51819,TRUE
Florida SouthWestern State College,FL,4-year,HSI,43421,FALSE
Edward Waters University,FL,4-year,HBCU,34782,FALSE
Embry-Riddle Aeronautical University-Daytona Beach,FL,4-year,Non-MSI,84131,TRUE
Florida Agricultural and Mechanical University,FL,4-year,HBCU,44349,FALSE
Florida Atlantic University,FL,4-year,HSI,56746,TRUE
Florida State College at Jacksonville,FL,4-year,Non-MSI,42244,FALSE
Flagler College,FL,4-year,Non-MSI,49483,TRUE
Florida College,FL,4-year,Non-MSI,43445,FALSE
Concorde Career Institute-Jacksonville,FL,2-Year,Non-MSI,34098,FALSE
Concorde Career Institute-Miramar,FL,2-Year,Non-MSI,35442,FALSE
Concorde Career Institute-Tampa,FL,2-Year,Non-MSI,36288,FALSE
AdventHealth University,FL,4-year,HSI,72282,TRUE
Florida Institute of Technology,FL,4-year,Non-MSI,43137,FALSE
Florida International University,FL,4-year,HSI,60249,TRUE
The College of the Florida Keys,FL,4-year,Non-MSI,42508,FALSE
Florida Memorial University,FL,4-year,HBCU,36624,FALSE
Florida Career College-Miami,FL,2-Year,Non-MSI,28928,FALSE
Florida School of Massage,FL,Less-than-2-year,Non-MSI,26752,FALSE
Florida Southern College,FL,4-year,Non-MSI,55294,TRUE
Florida State University,FL,4-year,Non-MSI,61675,TRUE
University of Florida,FL,4-year,Non-MSI,71588,TRUE
Fort Pierce Beauty Academy,FL,Less-than-2-year,Non-MSI,23091,FALSE
Full Sail University,FL,4-year,Non-MSI,38219,FALSE
George Stone Technical College,FL,2-Year,Non-MSI,35234,FALSE
George T Baker Aviation Technical College,FL,Less-than-2-year,Non-MSI,52312,TRUE
Gulf Coast State College,FL,4-year,Non-MSI,38359,FALSE
Key College,FL,2-Year,Non-MSI,42267,FALSE
Hillsborough Community College,FL,4-year,HSI,40782,FALSE
Hobe Sound Bible College,FL,4-year,Non-MSI,39863,FALSE
Hollywood Institute of Beauty Careers,FL,Less-than-2-year,Non-MSI,21386,FALSE
Cortiva Institute,FL,Less-than-2-year,Non-MSI,29204,FALSE
Indian River State College,FL,4-year,HSI,38315,FALSE
International Academy,FL,Less-than-2-year,Non-MSI,19824,FALSE
AI Miami International University of Art and Design,FL,4-year,Non-MSI,33415,FALSE
Jacksonville University,FL,4-year,Non-MSI,68010,TRUE
Keiser University-Ft Lauderdale,FL,4-year,HSI,39696,FALSE
La Belle Beauty School,FL,Less-than-2-year,Non-MSI,16879,FALSE
Florida Gateway College,FL,4-year,Non-MSI,37894,FALSE
Lake Technical College,FL,Less-than-2-year,Non-MSI,32793,FALSE
Lake-Sumter State College,FL,4-year,HSI,39876,FALSE
Fort Myers Technical College,FL,2-Year,Non-MSI,40082,FALSE
Lively Technical College,FL,Less-than-2-year,Non-MSI,30413,FALSE
Lindsey Hopkins Technical College,FL,2-Year,Non-MSI,34107,FALSE
Loraines Academy & Spa,FL,Less-than-2-year,Non-MSI,18342,FALSE
Luther Rice College & Seminary,GA,4-year,Non-MSI,47003,FALSE
State College of Florida-Manatee-Sarasota,FL,4-year,Non-MSI,40318,FALSE
Manatee Technical College,FL,2-Year,Non-MSI,38129,FALSE
Traviss Technical College,FL,Less-than-2-year,Non-MSI,39813,FALSE
Merryfield Academy,FL,Less-than-2-year,Non-MSI,NA,NA
Trinity International University-Florida,FL,4-year,HSI,46989,TRUE
Miami Lakes Educational Center and Technical College,FL,2-Year,Non-MSI,35014,FALSE
Miami Dade College,FL,4-year,HSI,40654,FALSE
University of Miami,FL,4-year,Non-MSI,75328,TRUE
Orange Technical College-South Campus,FL,2-Year,Non-MSI,33350,FALSE
Paul Mitchell the School-Jacksonville,FL,Less-than-2-year,Non-MSI,34949,FALSE
North Florida College,FL,4-year,Non-MSI,33929,FALSE
University of North Florida,FL,4-year,Non-MSI,56343,TRUE
Nova Southeastern University,FL,4-year,AANAPII,59209,TRUE
Northwest Florida State College,FL,4-year,Non-MSI,39664,FALSE
Orange Technical College,FL,Less-than-2-year,Non-MSI,36650,FALSE
Palm Beach Atlantic University,FL,4-year,Non-MSI,49232,TRUE
Palm Beach State College,FL,4-year,HSI,41923,FALSE
Pasco-Hernando State College,FL,4-year,Non-MSI,39903,FALSE
Pensacola State College,FL,4-year,Non-MSI,36739,FALSE
Pinellas Technical College-Clearwater,FL,Less-than-2-year,Non-MSI,34627,FALSE
Polk State College,FL,4-year,HSI,40624,FALSE
Radford M Locklin Technical College,FL,2-Year,Non-MSI,35997,FALSE
Saint Vincent de Paul Regional Seminary,FL,4-year,Non-MSI,NA,NA
Ridge Technical College,FL,Less-than-2-year,Non-MSI,33484,FALSE
Ringling College of Art and Design,FL,4-year,Non-MSI,43325,FALSE
Robert Morgan Educational Center and Technical College,FL,2-Year,Non-MSI,37543,FALSE
Rollins College,FL,4-year,Non-MSI,58295,TRUE
First Coast Technical College,FL,Less-than-2-year,Non-MSI,33784,FALSE
Saint Leo University,FL,4-year,Non-MSI,48364,TRUE
St Petersburg College,FL,4-year,Non-MSI,42557,FALSE
Pinellas Technical College-St. Petersburg,FL,2-Year,Non-MSI,36188,FALSE
Santa Fe College,FL,4-year,Non-MSI,41631,FALSE
Suncoast Technical College,FL,2-Year,Non-MSI,40621,FALSE
Seminole State College of Florida,FL,4-year,HSI,41733,FALSE
Sheridan Technical College,FL,2-Year,Non-MSI,33166,FALSE
St. John Vianney College Seminary,FL,4-year,Non-MSI,NA,NA
Saint Johns River State College,FL,4-year,Non-MSI,41728,FALSE
South Florida State College,FL,4-year,HSI,39990,FALSE
University of South Florida,FL,4-year,Non-MSI,57743,TRUE
St. Thomas University,FL,4-year,HSI,54272,TRUE
Stetson University,FL,4-year,Non-MSI,51642,TRUE
Southeastern University,FL,4-year,Non-MSI,46744,TRUE
Bene's Career Academy,FL,Less-than-2-year,Non-MSI,19359,FALSE
Riveroak Technical College,FL,2-Year,Non-MSI,31778,FALSE
Tallahassee Community College,FL,4-year,HSI,37561,FALSE
Talmudic College of Florida,FL,4-year,Non-MSI,NA,NA
Altierus Career College-Tampa,FL,Less-than-2-year,Non-MSI,27406,FALSE
The University of Tampa,FL,4-year,Non-MSI,59436,TRUE
Big Bend Technical College,FL,Less-than-2-year,Non-MSI,27609,FALSE
Tom P. Haney Technical College,FL,Less-than-2-year,Non-MSI,28254,FALSE
Trinity Baptist College,FL,4-year,Non-MSI,37275,FALSE
Trinity College of Florida,FL,4-year,Non-MSI,32465,FALSE
Valencia College,FL,4-year,HSI,40594,FALSE
Warner University,FL,4-year,Non-MSI,46086,TRUE
Florida Panhandle Technical College,FL,Less-than-2-year,Non-MSI,32320,FALSE
Webber International University,FL,4-year,Non-MSI,45606,TRUE
Rasmussen University-Florida,FL,4-year,Non-MSI,39080,FALSE
University of West Florida,FL,4-year,Non-MSI,49137,TRUE
Orange Technical College-West Campus,FL,2-Year,Non-MSI,25145,FALSE
William T McFatter Technical College,FL,2-Year,Non-MSI,41656,FALSE
Orange Technical College-East Campus,FL,2-Year,Non-MSI,31858,FALSE
Withlacoochee Technical College,FL,2-Year,Non-MSI,34279,FALSE
Abraham Baldwin Agricultural College,GA,4-year,Non-MSI,34996,FALSE
Agnes Scott College,GA,4-year,Non-MSI,56274,TRUE
Interactive College of Technology-Chamblee,GA,2-Year,Non-MSI,27065,FALSE
Interactive College of Technology-Morrow,GA,2-Year,Non-MSI,27065,FALSE
Albany Technical College,GA,2-Year,PBI,30541,FALSE
Albany State University,GA,4-year,HBCU,40674,FALSE
Andrew College,GA,4-year,Non-MSI,38475,FALSE
The Art Institute of Atlanta,GA,4-year,Non-MSI,33685,FALSE
Georgia Career Institute,GA,Less-than-2-year,Non-MSI,23686,FALSE
Atlanta Technical College,GA,2-Year,PBI,30350,FALSE
Point University,GA,4-year,Non-MSI,38740,FALSE
Atlanta Metropolitan State College,GA,4-year,PBI,33252,FALSE
Atlanta's John Marshall Law School,GA,4-year,Non-MSI,NA,NA
Atlanta School of Massage,GA,Less-than-2-year,Non-MSI,25301,FALSE
Clark Atlanta University,GA,4-year,HBCU,42712,FALSE
Augusta Technical College,GA,2-Year,PBI,33523,FALSE
Berry College,GA,4-year,Non-MSI,53800,TRUE
Beulah Heights University,GA,4-year,AANAPII,35236,FALSE
Brenau University,GA,4-year,Non-MSI,54003,TRUE
Brewton-Parker College,GA,4-year,Non-MSI,42009,FALSE
College of Coastal Georgia,GA,4-year,Non-MSI,39318,FALSE
West Georgia Technical College,GA,2-Year,Non-MSI,35479,FALSE
Clayton  State University,GA,4-year,PBI,49179,FALSE
Columbia Theological Seminary,GA,4-year,Non-MSI,NA,NA
Columbus Technical College,GA,2-Year,PBI,34238,FALSE
Columbus State University,GA,4-year,Non-MSI,44544,FALSE
Georgia Northwestern Technical College,GA,2-Year,Non-MSI,35759,FALSE
Covenant College,GA,4-year,Non-MSI,50412,TRUE
Dalton State College,GA,4-year,HSI,40251,FALSE
Pro Way Hair School,GA,Less-than-2-year,Non-MSI,21586,FALSE
South University-Savannah,GA,4-year,Non-MSI,34421,FALSE
East Georgia State College,GA,4-year,PBI,37174,FALSE
Emmanuel University,GA,4-year,Non-MSI,38208,FALSE
Emory University,GA,4-year,Non-MSI,80137,TRUE
Georgia Highlands College,GA,4-year,Non-MSI,43184,FALSE
Fort Valley State University,GA,4-year,HBCU,36666,FALSE
Grady Health System Professional Schools,GA,2-Year,Non-MSI,60726,TRUE
Georgia Institute of Technology-Main Campus,GA,4-year,Non-MSI,102772,TRUE
Georgia Southwestern State University,GA,4-year,Non-MSI,48757,FALSE
Georgia College & State University,GA,4-year,Non-MSI,58140,TRUE
Georgia Southern University,GA,4-year,Non-MSI,53236,TRUE
Georgia State University,GA,4-year,PBI,47384,FALSE
University of Georgia,GA,4-year,Non-MSI,68726,TRUE
Gordon State College,GA,4-year,Non-MSI,37871,FALSE
Southern Crescent Technical College,GA,2-Year,PBI,36104,FALSE
Gupton Jones College of Funeral Service,GA,2-Year,Non-MSI,42636,FALSE
